==13932== NVPROF is profiling process 13932, command: ./ns_thrust_p_f.o -x 128 -y 128 -z 10 -np 9800
==13932== Profiling application: ./ns_thrust_p_f.o -x 128 -y 128 -z 10 -np 9800
==13932== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
0.092885,15.136000,9,1.681000,1.664000,1.696000,"void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::detail::normal_iterator<thrust::device_ptr<double>>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::detail::generic::sequence_detail::sequence_functor<double>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)"
0.081888,13.344000,9,1.482000,1.440000,1.568000,"void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::detail::normal_iterator<thrust::device_ptr<double>>, thrust::detail::wrapped_function<thrust::detail::device_generate_functor<thrust::detail::fill_functor<double>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)"
0.049094,8.000000,6,1.333000,1.120000,2.304000,"void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::device_ptr<double>, thrust::detail::wrapped_function<thrust::detail::device_generate_functor<thrust::detail::fill_functor<double>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)"
0.008640,1.408000,1,1.408000,1.408000,1.408000,"void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::detail::normal_iterator<thrust::device_ptr<int>>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::detail::generic::sequence_detail::sequence_functor<int>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)"

==13932== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,us,,us,us,us,
87.394711,145335.554000,23,6318.937000,3.687000,144651.369000,"cudaMalloc"
7.932820,13192.111000,10,1319.211000,4.846000,2035.339000,"cudaEventSynchronize"
2.874177,4779.696000,154,31.036000,4.583000,3724.516000,"cudaLaunch"
0.551177,916.596000,562,1.630000,1.349000,14.195000,"cudaFuncGetAttributes"
0.414786,689.780000,23,29.990000,3.639000,184.421000,"cudaFree"
0.264698,440.187000,22,20.008000,2.264000,52.762000,"cudaMemcpyAsync"
0.162539,270.299000,90,3.003000,0.099000,120.659000,"cuDeviceGetAttribute"
0.079452,132.127000,154,0.857000,0.607000,10.131000,"cudaEventCreateWithFlags"
0.076238,126.782000,444,0.285000,0.209000,9.962000,"cudaGetDevice"
0.074531,123.943000,156,0.794000,0.473000,10.330000,"cudaEventRecord"
0.060258,100.208000,154,0.650000,0.434000,9.833000,"cudaEventDestroy"
0.052777,87.767000,1,87.767000,87.767000,87.767000,"cuDeviceTotalMem"
0.029070,48.343000,154,0.313000,0.138000,9.750000,"cudaConfigureCall"
0.014605,24.288000,154,0.157000,0.124000,0.460000,"cudaSetupArgument"
0.012399,20.620000,1,20.620000,20.620000,20.620000,"cuDeviceGetName"
0.002064,3.433000,11,0.312000,0.207000,0.822000,"cudaDeviceGetAttribute"
0.001789,2.975000,2,1.487000,0.504000,2.471000,"cudaEventCreate"
0.000970,1.613000,1,1.613000,1.613000,1.613000,"cudaEventElapsedTime"
0.000747,1.242000,2,0.621000,0.178000,1.064000,"cuDeviceGetCount"
0.000192,0.319000,2,0.159000,0.111000,0.208000,"cuDeviceGet"
